tab	measurements
citations	description	dir_dec	dir_inc	experiment	instrument_codes	magn_mass	magn_moment	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
na	TRM1	139.66	75.34	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0006632	1.730952e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT76	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1043	pmagpy-4.2.96	B-1-1	u	0.035	0.0			76	273.0
na	TRM1	138.05	74.56	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0005943	1.551123e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT77	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1044	pmagpy-4.2.96	B-1-1	u	0.04	0.0			77	273.0
na	TRM1	136.24	74.29	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0005444	1.420884e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT78	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1045	pmagpy-4.2.96	B-1-1	u	0.045	0.0			78	273.0
na	TRM1	146.51	76.4	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0005065	1.321965e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT79	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1046	pmagpy-4.2.96	B-1-1	u	0.05	0.0			79	273.0
na	TRM1	139.35	74.65	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0004487	1.1711070000000002e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT80	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1047	pmagpy-4.2.96	B-1-1	u	0.055	0.0			80	273.0
na	TRM1	141.84	75.45	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0004257	1.111077e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT81	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1048	pmagpy-4.2.96	B-1-1	u	0.06	0.0			81	273.0
na	TRM1	136.79	75.44	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.00041	1.0701e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT82	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1049	pmagpy-4.2.96	B-1-1	u	0.065	0.0			82	273.0
na	TRM1	138.79	76.99	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0003746	9.77706e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT83	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1050	pmagpy-4.2.96	B-1-1	u	0.07	0.0			83	273.0
na	TRM1	139.32	76.19	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0003473	9.06453e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT84	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1051	pmagpy-4.2.96	B-1-1	u	0.075	0.0			84	273.0
na	TRM1	146.99	74.96	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0003287	8.579070000000002e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT85	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1052	pmagpy-4.2.96	B-1-1	u	0.08	0.0			85	273.0
na	TRM1	142.51	76.34	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002987	7.796070000000001e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT86	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1053	pmagpy-4.2.96	B-1-1	u	0.085	0.0			86	273.0
na	TRM1	140.87	73.78	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002728	7.120080000000001e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT87	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1054	pmagpy-4.2.96	B-1-1	u	0.09	0.0			87	273.0
na	TRM1	138.77	76.92	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002703	7.054830000000001e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT88	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1055	pmagpy-4.2.96	B-1-1	u	0.095	0.0			88	273.0
na	TRM1	113.96	76.2	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.000241	6.2901e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT89	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1056	pmagpy-4.2.96	B-1-1	u	0.1	0.0			89	273.0
na	TRM1	100.75	74.73	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002218	5.78898e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT90	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1057	pmagpy-4.2.96	B-1-1	u	0.105	0.0			90	273.0
na	TRM1	141.54	74.43	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002221	5.796810000000001e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT91	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1058	pmagpy-4.2.96	B-1-1	u	0.11	0.0			91	273.0
na	TRM1	129.64	78.83	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001965	5.12865e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT92	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1059	pmagpy-4.2.96	B-1-1	u	0.115	0.0			92	273.0
na	TRM1	142.89	76.91	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001887	4.92507e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT93	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1060	pmagpy-4.2.96	B-1-1	u	0.12	0.0			93	273.0
na	TRM1	138.38	79.5	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001828	4.77108e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT94	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1061	pmagpy-4.2.96	B-1-1	u	0.125	0.0			94	273.0
na	TRM1	133.69	79.22	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001785	4.65885e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT95	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1062	pmagpy-4.2.96	B-1-1	u	0.13	0.0			95	273.0
na	TRM1	124.49	76.63	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001702	4.44222e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT96	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1063	pmagpy-4.2.96	B-1-1	u	0.135	0.0			96	273.0
na	TRM1	105.35	78.52	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001481	3.86541e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT97	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1064	pmagpy-4.2.96	B-1-1	u	0.14	0.0			97	273.0
na	TRM1	114.45	82.82	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001373	3.5835300000000005e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT98	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1065	pmagpy-4.2.96	B-1-1	u	0.145	0.0			98	273.0
na	TRM1	119.26	79.14	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001361	3.5522100000000003e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT99	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1066	pmagpy-4.2.96	B-1-1	u	0.15	0.0			99	273.0
na	TRM1	141.4	74.28	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001331	3.4739100000000006e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT100	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1067	pmagpy-4.2.96	B-1-1	u	0.155	0.0			100	273.0
na	TRM1	77.14	72.37	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001242	3.241620000000001e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT101	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1068	pmagpy-4.2.96	B-1-1	u	0.16	0.0			101	273.0
na	ARM10	129.86	75.71	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.002391	6.24051e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT102	LT-AF-I:LT-TRM-PAR:LP-ARM-AFD:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1069	pmagpy-4.2.96	B-1-1	u	0.0	5e-05	129.86	75.71	102	273.0
na	ARM1	126.8	79.9	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.002129	5.55669e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT103	LT-AF-I:LT-TRM-PAR:LT-LT-Z:LP-ARM-AFD:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1070	pmagpy-4.2.96	B-1-1	u	0.0	5e-05	129.86	75.71	103	77.0
na	ARM1	127.3	79.82	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.001964	5.12604e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT104	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1071	pmagpy-4.2.96	B-1-1	u	0.005	0.0			104	273.0
na	ARM1	126.56	79.81	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.001587	4.142070000000001e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT105	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1072	pmagpy-4.2.96	B-1-1	u	0.01	0.0			105	273.0
na	ARM1	124.89	80.1	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.00123	3.2103e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT106	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1073	pmagpy-4.2.96	B-1-1	u	0.015	0.0			106	273.0
na	ARM1	126.98	80.11	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.001003	2.61783e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT107	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1074	pmagpy-4.2.96	B-1-1	u	0.02	0.0			107	273.0
na	ARM1	126.5	79.41	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0008525	2.225025e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT108	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1075	pmagpy-4.2.96	B-1-1	u	0.025	0.0			108	273.0
na	ARM1	129.54	80.06	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0007571	1.976031e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT109	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1076	pmagpy-4.2.96	B-1-1	u	0.03	0.0			109	273.0
na	ARM1	123.19	79.09	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0006835	1.783935e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT110	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1077	pmagpy-4.2.96	B-1-1	u	0.035	0.0			110	273.0
na	ARM1	125.12	80.03	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0006226	1.624986e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT111	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1078	pmagpy-4.2.96	B-1-1	u	0.04	0.0			111	273.0
na	ARM1	121.94	79.61	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0005613	1.4649930000000002e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT112	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1079	pmagpy-4.2.96	B-1-1	u	0.045	0.0			112	273.0
na	ARM1	118.58	79.84	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0005234	1.3660740000000002e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT113	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1080	pmagpy-4.2.96	B-1-1	u	0.05	0.0			113	273.0
na	ARM1	122.89	80.68	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0004812	1.255932e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT114	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1081	pmagpy-4.2.96	B-1-1	u	0.055	0.0			114	273.0
na	ARM1	118.54	80.78	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0004276	1.116036e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT115	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1082	pmagpy-4.2.96	B-1-1	u	0.06	0.0			115	273.0
na	ARM1	117.84	78.56	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0003996	1.042956e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT116	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1083	pmagpy-4.2.96	B-1-1	u	0.065	0.0			116	273.0
na	ARM1	117.25	79.11	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.000368	9.6048e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT117	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1084	pmagpy-4.2.96	B-1-1	u	0.07	0.0			117	273.0
na	ARM1	119.25	80.67	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0003319	8.66259e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT118	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1085	pmagpy-4.2.96	B-1-1	u	0.075	0.0			118	273.0
na	ARM1	124.77	79.76	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002967	7.74387e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT119	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1086	pmagpy-4.2.96	B-1-1	u	0.08	0.0			119	273.0
na	ARM1	134.4	80.22	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002787	7.274070000000001e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT120	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1087	pmagpy-4.2.96	B-1-1	u	0.085	0.0			120	273.0
na	ARM1	123.55	78.1	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.000251	6.5511e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT121	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1088	pmagpy-4.2.96	B-1-1	u	0.09	0.0			121	273.0
na	ARM1	111.92	78.79	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.000226	5.8986e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT122	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1089	pmagpy-4.2.96	B-1-1	u	0.095	0.0			122	273.0
na	ARM1	120.5	80.39	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001993	5.20173e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT123	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1090	pmagpy-4.2.96	B-1-1	u	0.1	0.0			123	273.0
na	ARM1	102.27	81.28	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001974	5.15214e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT124	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1091	pmagpy-4.2.96	B-1-1	u	0.105	0.0			124	273.0
na	ARM1	103.58	75.74	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001684	4.39524e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT125	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1092	pmagpy-4.2.96	B-1-1	u	0.11	0.0			125	273.0
na	ARM1	133.93	78.27	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001415	3.69315e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT126	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1093	pmagpy-4.2.96	B-1-1	u	0.115	0.0			126	273.0
na	ARM1	108.14	70.2	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001485	3.87585e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT127	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1094	pmagpy-4.2.96	B-1-1	u	0.12	0.0			127	273.0
na	ARM1	122.12	80.99	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.000139	3.6279e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT128	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1095	pmagpy-4.2.96	B-1-1	u	0.125	0.0			128	273.0
na	ARM1	103.42	75.44	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001348	3.51828e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT129	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1096	pmagpy-4.2.96	B-1-1	u	0.13	0.0			129	273.0
na	ARM1	105.79	80.75	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001302	3.39822e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT130	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1097	pmagpy-4.2.96	B-1-1	u	0.135	0.0			130	273.0
na	ARM1	134.98	82.3	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001246	3.25206e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT131	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1098	pmagpy-4.2.96	B-1-1	u	0.14	0.0			131	273.0
na	ARM1	100.21	83.25	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001173	3.06153e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT132	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1099	pmagpy-4.2.96	B-1-1	u	0.145	0.0			132	273.0
na	ARM1	70.92	80.74	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001116	2.91276e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT133	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1100	pmagpy-4.2.96	B-1-1	u	0.15	0.0			133	273.0
na	ARM1	117.72	76.52	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001167	3.0458700000000004e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT134	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1101	pmagpy-4.2.96	B-1-1	u	0.155	0.0			134	273.0
na	ARM1	122.29	78.61	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.000111	2.8971e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT135	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1102	pmagpy-4.2.96	B-1-1	u	0.16	0.0			135	273.0
na	TRM20	169.46	71.35	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.00244	6.3684e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT136	LT-T-I:LP-TRM-AFD:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1103	pmagpy-4.2.96	B-1-1	u	0.0	3e-05	169.46	71.35	136	273.0
na	TRM20	145.73	73.4	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.002378	6.20658e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT137	LT-T-I:LP-TRM-AFD:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1104	pmagpy-4.2.96	B-1-1	u	0.0	3e-05	169.46	71.35	137	273.0
